id;original_id;voted_at;periodo;reunion;acta;titulo;tipo;presidente_id;presidente;afirmativos;negativos;abstenciones;resultado;documento_url;fuente_url
1001;2298;"2007-06-14 00:21:20";125;13;1;"Exp. 76-S-07 - Votación en General. De Ley en Revisión por el cual se modifica el Código Penal incorporando Normas destinadas a Penalizar el accionar de Asociaciones Ilícitas Terroristas y Financiamiento del Terrorismo.";"Votación Nominal";29;"BALESTRINI, Alberto";102;35;5;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_01_R13.pdf;https://votaciones.hcdn.gob.ar/votacion/2298
1000;2299;"2007-06-27 20:34:24";125;14;2;"Exp. 7013-D-06 (y otros) - O. del Día 2445 - Vot. en General. De Ley. Establecer como Día de la Gratuidad de la enseñanza universitaria, el 22 de Noviembre de cada año. Las Diputadas OLMOS Graciela Hortencia y DIAZ Susana Eladia expresan su voto a viva voz por la AFIRMATIVA.";"Votación Nominal";29;"BALESTRINI, Alberto";130;13;8;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_02_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2299
999;2300;"2007-06-27 20:43:08";125;14;3;"Exp. 3720-D-06 - Orden del Día 2166 - Votación en General.De Ley. Programa Red de Municipios Ambientales. Creación.";"Votación Nominal";29;"BALESTRINI, Alberto";149;0;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_03_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2300
998;2301;"2007-06-27 20:54:21";125;14;4;"Solicitud de Apartamiento del Reglamento del Dip. ACUÑA KUNZ del Expediente 3097-D-07";"Votación Nominal";29;"BALESTRINI, Alberto";59;78;7;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_04_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2301
997;2302;"2007-06-27 20:56:20";125;14;5;"Exp. 121-D-06 - Orden del Día 1982 - Votación en General.  De Ley. Transferencia a título gratuito de un inmueble propiedad del Estado Nacional, ubicado en la ciudad de Chamical, Provincia de La Rioja, al Club Sportivo Ferrocarriles del Estado.";"Votación Nominal";29;"BALESTRINI, Alberto";130;0;16;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_05_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2302
996;2303;"2007-06-27 21:05:33";125;14;6;"Exp. 5697-D-06 - Orden del Día 2198 - Votación en General.  De Ley. Ley 24.464, de Sistema Federal de la Vivienda. Modificación sobre financiamiento para viviendas rurales.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";130;0;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_06_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2303
995;2304;"2007-06-27 21:15:29";125;14;7;"Exp. 01-PE-07 - Orden del Día 2468 - Votación en General.De Ley. Instituto Universitario de Seguridad Marítima de la Prefectura Naval Argentina - IUSM e Instituto Universitario de Gendarmería Nacional - IUGNA. Creación. El Diputado KRONEBERGER Daniel expresa a viva voz su voto por la AFIRMATIVA.";"Votación Nominal";280;"CAMAÑO, Graciela";127;0;7;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_07_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2304
994;2305;"2007-06-27 21:24:28";125;14;8;"Exp. 1507-D-06 - Orden del Día 1740 - Votación en General. De Ley. Registro Nacional de productores, comercializadores y exportadores de desperdicios y desechos de cobre y aluminio y sus fundiciones y aleaciones. Creación.";"Votación Nominal";280;"CAMAÑO, Graciela";128;0;9;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_08_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2305
993;2306;"2007-06-27 21:27:54";125;14;9;"Exp. 128-D-07 - Orden del Día 2326 - Votación en General. De Ley. Ley 24.193 de Transplante de Organos. Modificación.";"Votación Nominal";280;"CAMAÑO, Graciela";113;7;15;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_09_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2306
992;2307;"2007-06-27 21:29:17";125;14;10;"Exp. 1045-D-07 - Orden del Día 2452 - Votación en General. De Ley. Código Aduanero -Ley 22.415-. Modificación del Articulo 487, sobre requisitos para el transito de contenedores.";"Votación Nominal";280;"CAMAÑO, Graciela";120;0;13;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_10_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2307
991;2308;"2007-06-27 21:32:32";125;14;11;"Exp. 427-D-07 - Orden del Día 2482 - Votación en General. De Ley. Plaza de la Memoria y el Solar que ocupa la Asociación Mutual Israelita Argentina -AMIA-, ubicadas en la Ciudad Autónoma de Buenos Aires. Decláranse Lugares Históricos Nacionales.";"Votación Nominal";280;"CAMAÑO, Graciela";122;0;11;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_11_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2308
990;2309;"2007-06-27 21:35:27";125;14;12;"Exp. 5765-D-06 - Orden del Día 2437 - Votación en General. Código de Procedimiento en lo Civil y Comercial de la Nación. Modificación sobre los deberes de los Jueces cuando se debaten cuestiones alimentarias. Los Diputados AGUAD Oscar Raul y PEREZ Mirta expresan su voto a viva voz por la AFIRMATIVA.";"Votación Nominal";280;"CAMAÑO, Graciela";124;1;9;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_12_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2309
989;2310;"2007-06-27 21:38:09";125;14;13;"Exp. 1663-D-06 - Orden del Día 2208 - Votación en General. Régimen para garantizar en todo el Territorio Nacional, los derechos, la dignidad y el bienestar de las personas que participan como sujetos de una investigación en salud.";"Votación Nominal";280;"CAMAÑO, Graciela";127;0;11;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT10_13_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/2310
988;2287;"2007-07-18 23:10:25";125;16;1;"Exp. 77-S-07 - Votación en General.De Ley en Revisión. Declarar de Utilidad Pública y Sujetos a Expropiación diversos inmuebles ubicados en la Ciudad de Buenos Aires, propiedad de la Asociación Francesa Filantrópica y de Beneficencia, con destino al Instituto Nacional de Servicios Sociales para Jubilados y Pensionados.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";135;17;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_01_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2287
987;2288;"2007-07-18 23:20:42";125;16;2;"Solicitud de Trat. s/Tablas del Dip. MACALUSE, Eduardo G. del Expediente 3511-D-07 solicitado por el Diputado MACALUSE, Eduardo Gabriel. Proyecto de Resolución. Solicita la concurrencia del Señor Jefe de Gabinete de Ministros a fin de cumplir con lo normado en el Artículo 101 de la Constitución Nacional "Sesión Informativa".";"Votación Nominal";29;"BALESTRINI, Alberto";44;100;0;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_02_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2288
986;2289;"2007-07-18 23:26:34";125;16;3;"Exps. 2682-D-06 y 2835-D-06 - O. del día 2481 - Votación en Gral. Código Penal, sobre Penalización de Acciones que afecten la Seguridad del Tránsito. Modificación.";"Votación Nominal";29;"BALESTRINI, Alberto";135;0;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_03_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2289
985;2290;"2007-07-18 23:54:06";125;16;4;"Pedido de trat. sobre tablas del Dip. ACUÑA, Hugo Rodolfo del Expediente 3005-D-07  Proyecto de Ley. Estado de Emergencia Energética. Se la declara en todo el Territorio Nacional por el plazo de 365 días. Creación de una Comisión Bicameral.";"Votación Nominal";29;"BALESTRINI, Alberto";30;97;5;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_04_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2290
984;2291;"2007-07-19 00:02:29";125;16;5;"Exps. 2975-D-07 y 3044-D-07 - Votación en General.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";131;0;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_05_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2291
983;2292;"2007-07-19 00:07:17";125;16;6;"Votación en General y Particular de varios Expedientes 4158-D-06 - Orden del Día 2282, 214-S-06 - Orden del Día 2285, 265-S-06 - Orden del Día 2288, 1140-D-07 - Orden del Día 2362, 761-D-07 - Orden del Día 2372, 200-S-06 - Orden del Día 2374, 52-S-02 - Orden del Día 2403, 1864-D-07 - Orden del Día 2419, 3843-D-06 y otros - Orden del Día 2432, 4630-D-06 - Orden del Día 2433, 2497-D-07 - Orden del Día 2435, 3158-D-06 - Orden del Día 2438, 2767-D-07 - Orden del Día 2563, 267-S-06 - Orden del Día 2453.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";126;0;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_06_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2292
982;2293;"2007-07-19 00:11:47";125;16;7;"Exp. 7185-D-06 - Orden del Día 2439 - Votación en General. Código Procesal Civil y Comercial de la Nación. Incorporación al mismo del Artículo 134 bis sobre validez de la Notificación Bajo Responsabilidad de Parte. Las Diputadas ALARCON, María del Carmen y BERTOL, Paula expresan su voto a viva voz por la AFIRMATIVA.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";126;0;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_07_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2293
981;2294;"2007-07-19 00:14:39";125;16;8;"Exp. 141-D-07- Orden del día 2571 - Votación en General. De Ley. Régimen de Telefonía en las Unidades Carcelarias. Prohibición.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";120;11;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_08_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2294
980;2295;"2007-07-19 00:16:55";125;16;9;"Exp. 2-PE-07 (y otro) - Orden del Día 2292 - Vot. en General Código Aduanero -Ley 25.986-  Artículo 46 sobre Importación de Mercaderia Falsificada. Modificación.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";124;2;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_09_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2295
979;2296;"2007-07-19 00:23:54";125;16;10;"Proyectos de Resolución. Ordenes del Día de la Comisión Bicameral Permanente de Trámite Legislativo. Declaración de validez de los Decretos. Expediente 68-PE-99 y otros - Orden del Día 2192. Expediente 7507-D-06 - Orden del Día 2002. Expediente 737-D-07 - Orden del Día 2020. Expediente 736-D-07 - Orden del Día 2021.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";96;33;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_10_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2296
978;2297;"2007-07-19 00:24:50";125;16;11;"Proyecto de Resolución. Ordenes del Día de la Comisión Bicameral Permanente de Trámite Legislativo. Declaración de validez de los Decretos. Expediente 243-D-07 - Orden del Día 2010.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";99;26;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT11_11_R16.pdf;https://votaciones.hcdn.gob.ar/votacion/2297
977;2274;"2007-08-08 22:47:24";125;18;1;"Pedido de tratamiento sobre tablas del Dip GIUBERGIA, Miguel. Expediente 3837-D-07. De Resolución. Pedido de informes al Poder Ejecutivo sobre el ciudadano venezolano que intentó introducir U$U 800.000 de contrabando a la República Argentina.";"Votación Nominal";29;"BALESTRINI, Alberto";80;92;9;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_01_R18.pdf;https://votaciones.hcdn.gob.ar/votacion/2274
976;2275;"2007-08-08 23:47:59";125;18;2;"Exp. 291-S-06 - Orden del Día 2016 - Votación en General. Agentes del Sistema Nacional del Seguro de Salud y demás Prestadores Médico-Asistenciales Públicos o Privados, alcanzados por el Estado de Emergencia Sanitaria Nacional. Adopción de medidas para que los mismos regularicen sus obligaciones tributarias.";"Votación Nominal";400;"CAMBARERI, Fortunato Rafael";122;28;21;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_02_R18.pdf;https://votaciones.hcdn.gob.ar/votacion/2275
975;2276;"2007-08-09 02:37:04";125;18;3;"Exp. 11-PE-07 - Orden del Día 2654 - Votación en General. Ley de Impuesto a las Ganancias -T.O. 1997-. Modificaciones.";"Votación Nominal";29;"BALESTRINI, Alberto";169;1;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_03_R18.pdf;https://votaciones.hcdn.gob.ar/votacion/2276
974;2277;"2007-08-09 02:39:39";125;18;4;"Exp. 11-PE-07 - Orden del Día 2654 - Artículo 1.Ley de Impuesto a las Ganancias -T.O. 1997-. Modificaciones.";"Votación Nominal";29;"BALESTRINI, Alberto";146;21;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_04_R18.pdf;https://votaciones.hcdn.gob.ar/votacion/2277
973;2278;"2007-08-09 02:42:57";125;18;5;"Exp. 11-PE-07 - Orden del Día 2654 - Artículo 3. Ley de Impuesto a las Ganancias -T.O. 1997-. Modificaciones.";"Votación Nominal";29;"BALESTRINI, Alberto";111;56;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_05_R18.pdf;https://votaciones.hcdn.gob.ar/votacion/2278
972;2279;"2007-08-09 05:33:21";125;18;6;"Exp. 51-D-06 y Otros - Votación en General. De Ley. De Garantía de los Intereses del Estado Nacional en la Ciudad de Buenos Aires -Ley 24.588-. Modificación del Artículo 7º sobre Competencia en Materia de Seguridad.";"Votación Nominal";29;"BALESTRINI, Alberto";146;12;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_06_R18.pdf;https://votaciones.hcdn.gob.ar/votacion/2279
971;2280;"2007-08-15 20:43:21";125;19;7;"Exp. 306-D-07 - Orden del Día 2176 - Votación en General. Procedimiento para acceder al Subsidio por Desempleo por parte de los Trabajadores no registrados. Establecimiento.";"Votación Nominal";29;"BALESTRINI, Alberto";142;0;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_07_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/2280
970;2281;"2007-08-15 20:50:50";125;19;8;"Exp. 5633-D-06 - Orden del Día 2200 - Votación en General. Modificación del Artículo 1160 del Código Civil, sobre Prohibición para Contratar.";"Votación Nominal";29;"BALESTRINI, Alberto";140;0;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_08_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/2281
969;2282;"2007-08-15 20:52:50";125;19;9;"Exp. 4316-D-06 - Orden del Día 2652 - Votación en General. Código Civil. Modificación al Artículo 1101 del mismo, sobre Prejudicialidad de la Sentencia Penal sobre la Civil en los casos de Hechos Delictivos.";"Votación Nominal";29;"BALESTRINI, Alberto";136;0;8;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_09_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/2282
968;2283;"2007-08-15 20:56:46";125;19;10;"Exp. 286-D-07 - Orden del Día 2579 - Votación en General. Inmueble Propiedad del Estado Nacional de la Provincia de Jujuy. Restitución a Título Gratuito del mismo a dicha Provincia para la Construcción de la Ciudad Judicial u otro destino que el Gobierno de la Provincia de Jujuy determine.";"Votación Nominal";29;"BALESTRINI, Alberto";122;11;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_10_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/2283
967;2284;"2007-08-15 21:00:05";125;19;11;"Votación en General y Particular de varios Expedientes 5556-D-06 - Orden del Día 2535, 20-S-07 - Orden del Día 2569, 5816-D-06 - Orden del Día 2580.";"Votación Nominal";29;"BALESTRINI, Alberto";139;0;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_11_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/2284
966;2285;"2007-08-15 21:08:51";125;19;12;"Exp. 251-S-06 - Orden del Día 2509 - Votación en General. Ley 11.723, de Propiedad Intelectual. Modificación por la que se exime del pago de Derechos de Autor a la Reproducción y Distribución de Obras Científicas y Literarias en Sistemas Especiales para Ciegos y Personas con Otras Capacidades Perceptivas.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";129;8;5;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_12_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/2285
965;2286;"2007-08-15 21:18:47";125;19;13;"Exp. 1485-D-06 - Orden del Día 2570 - Votación en General. Ciudad de Esquel, Provincia del Chubut. Declaración de la misma como Capital Nacional de la Pesca con Mosca.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";85;27;24;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT12_13_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/2286
964;2264;"2007-11-07 21:42:59";125;22;1;"Propuesta del Dip. CHIRONI, Fernando para la designación del Dr. PERNASETTI Horacio como Auditor General de la Nación.";"Votación Nominal";29;"BALESTRINI, Alberto";146;3;38;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_01_R22.pdf;https://votaciones.hcdn.gob.ar/votacion/2264
963;2265;"2007-11-07 23:00:16";125;22;2;"Expediente 5062-D-07 - Votación en General. De Ley. Reestructuración de créditos hipotecarios pre-convertibilidad.";"Votación Nominal";29;"BALESTRINI, Alberto";177;0;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_02_R22.pdf;https://votaciones.hcdn.gob.ar/votacion/2265
962;2266;"2007-11-07 23:06:37";125;22;3;"Votación en General y Particular de Varios Proyectos de Ley Exp. 7103-D-06 Ord.Día 2610, Exp. 609-D-07 Ord.Día 2631, Exp. 2232-D-06 Ord.Día 2661, Exp. 2095-D-07 y otro Ord.Día 2662, Exp. 2964-D-07 Ord.Día 2674, Exp. 1226-D-06 Ord.Día 2675, Exp. 2249-D-07 Ord.Día 2680, Exp. 3718-D-06 Ord.Día 2724, Exp. 7387-D-06 Ord.Día 2742, Exp. 3547-D-06 Ord.Día 2827, Exp. 3739-D-07 Ord.Día 2837, Exp. 992-D-07 Ord.Día 2916, Exp. 3982-D-06 y otros Ord.Día 2924, Exp. 2768-D-07 Ord.Día 2951, Exp. 5489-D-06 Ord.Día 2958, Exp. 196-D-07 y otro Ord.Día 2988, Exp. 3495-D-06 Ord.Día 3037";"Votación Nominal";29;"BALESTRINI, Alberto";171;0;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_03_R22.pdf;https://votaciones.hcdn.gob.ar/votacion/2266
961;2267;"2007-11-07 23:09:40";125;22;4;"Exp. 09-PE-07 - Orden del día 2745 - Votación en General. Regularización de las cuotas de adhesión y contribución a organismos internacionales de los cuales la República Argentina es miembro.";"Votación Nominal";29;"BALESTRINI, Alberto";146;0;22;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_04_R22.pdf;https://votaciones.hcdn.gob.ar/votacion/2267
960;2268;"2007-11-07 23:34:18";125;22;5;"Exp. 5255-D-06 - Orden del día 2747 - Votación en General. Ley 13.640 sobre vigencia de los proyectos de ley. Modificación.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";113;22;13;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_05_R22.pdf;https://votaciones.hcdn.gob.ar/votacion/2268
959;2269;"2007-11-08 00:32:16";125;22;6;"Exp. 4-PE-07 - Orden del día 2855 - Votación en General. Ley 14.029 y modificatorias, sobre Código de Justicia Militar. Derogación de la misma y modificación de los códigos penal y procesal penal de la Nación.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";154;2;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_06_R22.pdf;https://votaciones.hcdn.gob.ar/votacion/2269
958;2270;"2007-11-08 01:08:37";125;22;7;"Exp. 4820-D-06 - Orden del día 1261 - Votación General. Ley 24.660, sobre ejecución de la pena privativa de libertad. Modificación al artículo 32.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";128;2;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_07_R22.pdf;https://votaciones.hcdn.gob.ar/votacion/2270
957;2271;"2007-11-14 22:12:11";125;23;8;"Exped. 5960-D-06 - Orden del día 2417 - Votación en General. Código Penal. Modificación incorporando la tipificación de los Delitos de Lesa Humanidad.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";167;1;15;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_08_R23.pdf;https://votaciones.hcdn.gob.ar/votacion/2271
956;2272;"2007-11-14 22:35:17";125;23;9;"Exped. 2248-D-07 - Orden del día 3039 - Votación en General. De ley. Regularización Catastral de Pueblos. Régimen.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";170;0;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_09_R23.pdf;https://votaciones.hcdn.gob.ar/votacion/2272
955;2273;"2007-11-14 22:39:51";125;23;10;"Exped. 7269-D-06 - Orden del día 2651 - Votación en General. Decreto 677/01 de Régimen de Transparencia de la Oferta Pública. Modificación de su Artículo 38.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";143;9;12;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT14_10_R23.pdf;https://votaciones.hcdn.gob.ar/votacion/2273
954;2249;"2007-11-14 23:26:08";125;24;1;"Exp. 96-S-07 - Orden del Día 3060 - Votación en General. Modificación del Articulo 54 de la ley 26.198, de Presupuesto 2007, respecto a establecer el orden de prioridad para la colocación de Bonos de Consolidación y de Bonos de Consolidación de Deudas Previsionales.";"Votación Nominal";29;"BALESTRINI, Alberto";164;1;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_01_R24.pdf;https://votaciones.hcdn.gob.ar/votacion/2249
953;2250;"2007-11-15 00:35:05";125;24;2;"Exp. 18-PE-07 - Votación en General. Impuesto sobre los Bienes Personales, modificación de la Ley 23.966: aumento del piso mínimo del valor de los bienes gravados, modificación de las alícuotas y de las exenciones.";"Votación Nominal";1019;"VACA NARVAJA, Patricia";136;8;8;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_02_R24.pdf;https://votaciones.hcdn.gob.ar/votacion/2250
952;2251;"2007-11-15 01:28:58";125;24;3;"Exp. 5234-D-06 - Votación en General. Impuesto al Gas Oil -Ley 26.028-. Modificación de los Artículos 5º y 12º sobre alícuota del gravamen.";"Votación Nominal";29;"BALESTRINI, Alberto";84;43;5;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_03_R24.pdf;https://votaciones.hcdn.gob.ar/votacion/2251
951;2252;"2007-11-15 01:31:58";125;24;4;"Exp. 106-S-07 - Votación en General. Proyecto de Ley por el cual se autoriza la entrada de Tropas Extranjeras y la salida fuera del Territorio Nacional de Fuerzas Nacionales, para participar en un Programa de Ejercitaciones Combinadas.";"Votación Nominal";29;"BALESTRINI, Alberto";111;16;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_04_R24.pdf;https://votaciones.hcdn.gob.ar/votacion/2252
950;2253;"2007-11-15 01:40:33";125;24;5;"Votación en General y Particular de Varios Proyectos de Ley sin disidencias ni observaciones. Exp. 120-S-07, Exp. 46-S-07 Ord. Día 2694, Exp. 19-S-07 Ord. Día 2813, Exp. 35-S-07 Ord. Día 2860, Exp. 38-S-07 Ord. Día 2861, Exp. 80-S-07 Ord. Día 2925, Exp. 83-S-07 Ord. Día 2986, Exp. 97-S-07 Ord. Día 2987, Exp. 259-S-06 Ord. Día 3028, Exp. 17-S-07 Ord. Día 3030, Exp. 217-S-06 Ord. Día 3032, Exp. 18-S-07 Ord. Día 3038, Exp. 204-S-05 Ord. Día 2964, Exp. 279-D-06 Ord. Día 3123";"Votación Nominal";29;"BALESTRINI, Alberto";135;0;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_05_R24.pdf;https://votaciones.hcdn.gob.ar/votacion/2253
949;2254;"2007-11-21 20:43:02";125;25;6;"Exp. 288-S-06 - O. Día 3033 - Votación General y Particular. De Ley. Actos o Hechos que alteren o modifiquen el Estado Civil y la Capacidad de las Personas. Inscripción en los correspondientes Registros de las Provincias, de la Nación y de la Ciudad de Buenos Aires. Las Diputadas Tulio Rosa , Morandini Norma y Tate Alicia expresan su voto por la AFIRMATIVA a viva voz";"Votación Nominal";29;"BALESTRINI, Alberto";141;0;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_06_R25.pdf;https://votaciones.hcdn.gob.ar/votacion/2254
948;2255;"2007-11-21 20:46:21";125;25;7;"Exp. 4929-D-06 - Orden del Día 1731 - Votación en General. De Ley. Ley 22.431, sobre Sistema Integral de Discapacitados. Modificación de sus Artículos 20 y 22. Los Diputados Muller Mabel y Rodriguez Oscar expresan su voto por la AFIRMATIVA a viva voz";"Votación Nominal";29;"BALESTRINI, Alberto";153;0;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_07_R25.pdf;https://votaciones.hcdn.gob.ar/votacion/2255
947;2256;"2007-11-21 20:49:21";125;25;8;"Exp. 1159-D-07 - Orden del Día 2809 - Votación en General. De Ley. Régimen para Investigaciones Clínicas con Medicamentos, Productos Médicos, Productos Biológicos, Terapia Génica y Terapia Celular.";"Votación Nominal";29;"BALESTRINI, Alberto";162;0;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_08_R25.pdf;https://votaciones.hcdn.gob.ar/votacion/2256
946;2257;"2007-11-21 20:58:20";125;25;9;"Exp. 186-D-07 - Orden del Día 2647 - Votación en General. De Ley. Régimen de Protección de Testigos en Juicios Laborales.";"Votación Nominal";29;"BALESTRINI, Alberto";168;0;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_09_R25.pdf;https://votaciones.hcdn.gob.ar/votacion/2257
945;2258;"2007-11-21 21:12:56";125;25;10;"Exp. 56-S-07 - Orden del Día 2927 - Votación en General. "Puente de la Integración Dr. Miguel Ragone" al puente sobre el Río Seco ubicado sobre la Ruta Nacional 34, Municipio de Embarcación, Provincia de Salta. Denominación. Los Diputados CHIRONI Fernando, CAMBARERI Fortunato, LEGUIZAMON Anibal y DELICH Francisco expresan su voto por la AFIRMATIVA a viva voz";"Votación Nominal";29;"BALESTRINI, Alberto";159;0;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/2007/125OT15_10_R25.pdf;https://votaciones.hcdn.gob.ar/votacion/2258
